_id,RECORD ID,RECORD NAME,DATE OPENED,RECORD MODULE,RECORD STATUS,RECORD STATUS DATE,ADDRESS,BALANCE DUE,DATE ASSIGNED,DATE CLOSED,DATE COMPLETED,DESCRIPTION,JOB VALUE,RECORD TYPE GROUP,RECORD TYPE CATEGORY,RECORD TYPE TYPE,RECORD TYPE SUBTYPE,STATUS,APN,LICENSE NBR,BUSINESS NAME
280,CODE-14-0926,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:53:51.000,"108 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, 7/10/2014 6:52:00, Sprinklers running in backyard at end of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-17,"",""
275,CODE-14-0915,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:24:03.000,"1321 ST ALBANS PATH, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 6:17am, sprinklers in front yard causing excessive runoff. Has exemption. Mr. Penn called and we discussed preventing water waste.","",Enforcement,NA,Water Restriction,NA,In Progress,00239-7-17,"",""
281,CODE-14-0924,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:50:09.000,"401 OXFORD CT, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/10/2014 5:47:00, Front sprinklers running. Excessive run off. More than 100 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00213-3-18,"",""
670,CODE-14-1311,2450 Crooked Lane,2014-08-20T00:00:00.000,Enforcement,In Progress,2014-08-21T10:42:08.000,"2450 CROOKED LN, SOUTHLAKE, TX 76092",0,2014-08-20T00:00:00.000,"","",Reported by Tarl in Public Works that this property has dead trees that are falling into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,In Progress,00336--11E,"",""
250,CODE-14-0890,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T09:55:55.000,"1405 PECOS DR, SOUTHLAKE, TX 76092",0,"","","","ED, Tues 7/8 at 5:48am, sprinklers running in backyard and in drive","",Enforcement,NA,Water Restriction,NA,In Progress,00198-4-24,"",""
325,CODE-14-0964,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:13:55.000,"1308 MONTGOMERY LN, SOUTHLAKE, TX 76092",0,"","","","ED, Tues 7/15/14 at 5:49am, sprinklers running on right side of driveway on wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00244-3-10,"",""
271,CODE-14-0912,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:15:21.000,"1005 PINE MEADOW CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 5:25a, spirnklers running in front yard watering the street","",Enforcement,NA,Water Restriction,NA,In Progress,00195-2-22,"",""
272,CODE-14-0917,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:27:05.000,"713 ABERDEEN WAY, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 6:35am, sprinklers in front yard watering the street","",Enforcement,NA,Water Restriction,NA,In Progress,00237-19-7,"",""
273,CODE-14-0916,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:25:40.000,"1510 BYRON NELSON PKWY, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 6:17am, sprinklers running in front yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00239-1-12,"",""
274,CODE-14-0911,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:13:50.000,"1501 SPRUCE CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 5:13a, Sprinklers running on left side of home watering the street","",Enforcement,NA,Water Restriction,NA,In Progress,00195-1-18,"",""
324,CODE-14-0969,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:28:17.000,"304 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 6:48:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-12,"",""
358,CODE-14-1003,"",2014-07-21T00:00:00.000,Enforcement,In Progress,2014-07-21T17:57:17.000,"1101 TEALWOOD CT, SOUTHLAKE, TX 76092",0,"","","","ED, MOn 7/21/2014 6:55:00, sprinklers running on that side of home wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00411-1-18,"",""
355,CODE-14-0997,"",2014-07-21T00:00:00.000,Enforcement,In Progress,2014-07-21T13:43:42.000,"600 VICKSBURG CT, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 7/21/2014 5:18:00, Front sprinklers running, left side of yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00119-4-1,"",""
284,CODE-14-0927,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:55:16.000,"2128 KIMBALL HILL CT, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/10/2014 7:15:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00083-1-3,"",""
285,CODE-14-0932,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:04:10.000,"116 YALE DR, SOUTHLAKE, TX 76092",0,"","","",KF Wed 7/9/2014 6:55:00 Watering street. Head needs adjustment by driveway (Gated Drive),"",Enforcement,NA,Water Restriction,NA,In Progress,00154-1-12,"",""
286,CODE-14-0931,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:02:41.000,"501 PRESTON CT, SOUTHLAKE, TX 76092",0,"","","","KF, Wed 7/9/2014 6:31:00 Watering front yard on even day. Odd address","",Enforcement,NA,Water Restriction,NA,In Progress,00243-28-33,"",""
249,CODE-14-0893,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:01:35.000,"817 BRIGHTON AVE, SOUTHLAKE, TX 76092",0,"","","","ED, Tues 7/8 at 6:53am, sprinklers running in backyard","",Enforcement,NA,Water Restriction,NA,In Progress,00418-6-1,"",""
660,CODE-14-1301,3145 Peninsula Court,2014-08-20T00:00:00.000,Enforcement,Noticed,2014-08-20T00:00:00.000,"3145 PENINSULA CT, SOUTHLAKE, TX 76092",0,2014-08-20T00:00:00.000,"","",T-Rock Roofing failed to obtain permit for re-roof.,"",Enforcement,NA,Work Without a Permit,NA,Noticed,00003-1-26,"",""
668,CODE-14-1305,503 San Juan Drive,2014-08-20T00:00:00.000,Enforcement,In Progress,2014-08-21T09:58:11.000,"503 SAN JUAN DR, SOUTHLAKE, TX 76092",0,2014-08-20T00:00:00.000,"","",Reported in a letter mailed to Code Enforcement that this property owner has several sinks on the side of the house.,"",Enforcement,NA,Property Maintenance Code,NA,In Progress,00118-1-20,"",""
283,CODE-14-0933,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:05:31.000,"807 BOSTON DR, SOUTHLAKE, TX 76092",0,"","","","KF,Thurs 7/9/2014 7:00:00 Watering on even address day. Odd address.","",Enforcement,NA,Water Restriction,NA,In Progress,00154-1-1,"",""
276,CODE-14-0913,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:19:32.000,"707 MANCHESTER CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 5:47am, sprinklers in front yard watering street","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-21,"",""
288,CODE-14-0923,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:48:45.000,"909 AARON WAY, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/10/2014 5:19:00, Front sprinklers running. Run off was excessive 100 feet or more.","",Enforcement,NA,Water Restriction,NA,In Progress,00243-31-41,"",""
289,CODE-14-0925,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:51:58.000,"301 LOVEGRASS LN, SOUTHLAKE, TX 76092",0,"","","","RH, THurs 7/10/2014 6:10:00, Front sprinklers running. 200 plus feet of run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00122-5-1-71,"",""
323,CODE-14-0967,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:23:34.000,"1608 ENCLAVE CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 6:03:00, Backyard sprinklers running right side of house.","",Enforcement,NA,Water Restriction,NA,In Progress,00387--5,"",""
326,CODE-14-0966,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:22:04.000,"411 OSPREY CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 5:39:00, Sprinklers running in front flower bed.","",Enforcement,NA,Water Restriction,NA,In Progress,00122-8-53,"",""
667,CODE-14-1310,500 Silicon Drive,2014-08-20T00:00:00.000,Enforcement,In Progress,2014-08-21T10:36:43.000,"500 SILICON DR, SOUTHLAKE, TX 76092",0,2014-08-20T00:00:00.000,"","",Reported by Tarl in Public Works that this property has dead trees that are falling into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,In Progress,00313-3-1,"",""
565,CODE-14-1210,"",2014-08-11T00:00:00.000,Enforcement,In Progress,2014-08-11T09:56:45.000,"218 CANYON LAKE DR, SOUTHLAKE, TX 76092",0,"","","","RH, 8/11/2014 6:58:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00087-2-12,"",""
351,CODE-14-0995,4285 T.W. King Rd. (Dalden Corp),2014-07-18T00:00:00.000,Enforcement,In Progress,2014-07-18T10:23:24.000,"4285 T W KING RD, SOUTHLAKE, TX 76092",0,2014-07-18T00:00:00.000,"","",Reported by Tarl in Public Works that Dalden has trees that are surrounding the business that need to be trimmed back and some of them are blocking a street sign.,"",Enforcement,NA,Landscape and Tree,NA,In Progress,00357--22,"",""
277,CODE-14-0919,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:31:37.000,"604 VICKSBURG CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 7:01am, sprinklers on left side of home running","",Enforcement,NA,Water Restriction,NA,In Progress,00119-4-3,"",""
278,CODE-14-0935,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:08:44.000,"2008 VAIL RD, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 7/9/2014 5:26:00 Sprinklers running right side of house. Excessive water run off 200 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00015-1-30,"",""
279,CODE-14-0930,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:00:52.000,"717 INWOOD DR, SOUTHLAKE, TX 76092",0,"","","","KF, Wed 7/9/2014 6:10:00 Watering front flower beds on wrong day. Odd address.","",Enforcement,NA,Water Restriction,NA,In Progress,00232-10-12,"",""
258,CODE-14-0896,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:13:22.000,"1135 HAVEN CIR, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/8/2014 5:08:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00006--18R,"",""
549,CODE-14-1188,"",2014-08-08T00:00:00.000,Enforcement,In Progress,2014-08-08T09:12:48.000,"2555 RIDGECREST DR, SOUTHLAKE, TX 76092",0,"","","","KF, 8/8/2014 5:50:00, Watering front on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00133-1-3,"",""
291,CODE-14-0929,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:58:46.000,"907 MIDLAND CREEK DR, SOUTHLAKE, TX 76092",0,"","","","KF, Wed 7/9/2014 6:00:00, Watering front Yard on Wrong day. Odd address.","",Enforcement,NA,Water Restriction,NA,In Progress,00232-12-4,"",""
292,CODE-14-0921,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:42:35.000,"2814 TYLER ST, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 7/9/2014 6:11:00, Sprinkler heads spraying onto Marshall.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-2-1-70,"",""
293,CODE-14-0928,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:56:42.000,"2046 MIRACLE POINTE DR, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/10/2014 7:25:00, Front sprinklers running. Flower bed.","",Enforcement,NA,Water Restriction,NA,In Progress,00441-1-1,"",""
294,CODE-14-0920,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:41:08.000,"2812 LINDEN LN, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 7/9/2014 6:06:00, Sprinkler heads spraying onto street.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-3-10,"",""
269,CODE-14-0906,309 Timber Lake Way,2014-07-09T00:00:00.000,Enforcement,In Progress,2014-07-10T07:43:06.000,"309 TIMBER LAKE WAY, SOUTHLAKE, TX 76092",0,2014-07-08T00:00:00.000,"","",Reported by neighbor that this property owner is building a shade structure too close to the property line and did not get approval from the architectural committee of Timber Lakes Subdivision.,"",Enforcement,NA,Work Without a Permit,NA,In Progress,00245-1-33,"",""
330,CODE-14-0971,155 Stonebridge Lane,2014-07-11T00:00:00.000,Enforcement,Noticed,2014-07-11T00:00:00.000,"155 STONEBRIDGE LN, SOUTHLAKE, TX 76092",0,2014-07-11T00:00:00.000,"","",Empty lot for sale has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00214-1-2R01,"",""
331,CODE-14-0972,1001 E. Southlake Blvd. (Park Village Shopping Center),2014-07-11T00:00:00.000,Enforcement,Closed,2014-07-16T00:00:00.000,"1001 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-07-11T00:00:00.000,2014-07-16T00:00:00.000,"",Call from Susie our Deputy Building Official that the job site at Park Village has a lot of dust and they need to water down the site.,"",Enforcement,NA,Public Works,NA,Closed,00353--4G,"",""
829,CODE-14-1470,1810 E. Dove Rd,2014-09-05T00:00:00.000,Enforcement,In Progress,2014-09-09T11:15:39.000,"1810 E DOVE RD, SOUTHLAKE, TX 76092",0,2014-09-05T00:00:00.000,"","",Reported that this property owner installed a cyclone fence in front of the property which is not allowed per zoning.,"",Enforcement,NA,Zoning,Fencing and Screening,In Progress,00376--3A01F6,"",""
305,CODE-14-0953,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T16:24:17.000,"4013 SOUTH FORK RD, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 7/11 at 6:41a, sprinklers running in flower beds in front of home","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-3,"",""
408,CODE-14-1049,400 W. Bob Jones Rd.,2014-07-24T00:00:00.000,Enforcement,Noticed,2014-07-24T00:00:00.000,"400 W BOB JONES RD, SOUTHLAKE, TX 76092",0,2014-07-24T00:00:00.000,"","",Property has high grass/weeds and has an inoperable vehicle.,"",Enforcement,NA,Property Maintenance Code,NA,Noticed,00357--11,"",""
484,CODE-14-1123,"",2014-08-04T00:00:00.000,Enforcement,In Progress,2014-08-04T13:20:38.000,"2175 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,"","","","RH, 8/4/2014 7:21:00, Broken head in the front flower bed area causing water waste on an off day.","",Enforcement,NA,Water Restriction,NA,In Progress,00444-1-1,"",""
480,CODE-14-1116,"",2014-08-04T00:00:00.000,Enforcement,In Progress,2014-08-04T11:00:43.000,"416 ORLEANS DR, SOUTHLAKE, TX 76092",0,"","","","RH, 8/4/2014 5:44:00, Sprinklers running left side of house.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-20-26,"",""
303,CODE-14-0944,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T15:37:51.000,"603 LOVING CT, SOUTHLAKE, TX 76092",0,"","","","TH, Fri 7/11/2014 6:53:00, Watering front yard right side of property","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-98,"",""
304,CODE-14-0951,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T16:19:26.000,"404 W CHAPEL DOWNS DR, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 7/11 at 5:51a, sprinklres running on left side of drive","",Enforcement,NA,Water Restriction,NA,In Progress,00186-1-2,"",""
297,CODE-14-0941,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T10:31:44.000,"508 GLENBROOK CT, SOUTHLAKE, TX 76092",0,"","","","TH, Fri TH, 7/11/2014 5:56:00, irrigating Front yard left side","",Enforcement,NA,Water Restriction,NA,In Progress,00245-4-27,"",""
503,CODE-14-1142,2000 Woodbury Court (Woodbury Subdivision),2014-08-01T00:00:00.000,Enforcement,Noticed,2014-08-01T00:00:00.000,"2000 WOODBURY CT, SOUTHLAKE, TX 76092",0,2014-08-01T00:00:00.000,"","",Out side the subdivision of Woodbury and the lot inside the subdivision needs to be mowed.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00413-1-7,"",""
422,CODE-14-1063,"",2014-07-28T00:00:00.000,Enforcement,In Progress,2014-07-28T11:37:16.000,"113 WOODGLEN CT, SOUTHLAKE, TX 76092",0,"","","","ED, 7/28/2014 6:25:00, sprinklers running in backyard on right side of home wrong day.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-1-14,"",""
338,CODE-14-0975,"",2014-07-16T00:00:00.000,Enforcement,In Progress,2014-07-16T16:40:40.000,"1003 QUAIL RUN RD, SOUTHLAKE, TX 76092",0,"","","","KF, Wed 7/16/2014 5:50:00, Watering front Yard on wrong day.","",Enforcement,NA,Water Restriction,NA,In Progress,00155-B-15,"",""
755,CODE-14-1398,917 Emerald Blvd.,2014-08-28T00:00:00.000,Enforcement,Noticed,2014-08-28T00:00:00.000,"917 EMERALD BLVD, SOUTHLAKE, TX 76092",0,2014-08-28T00:00:00.000,"","",Property has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00321-3-6,"",""
529,CODE-14-1170,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T09:34:55.000,"1301 HAT CREEK TRL, SOUTHLAKE, TX 76092",0,"","","","RH, 8/7/2014 5:34:00, Front sprinklers running causing excessive water run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00100-5-1,"",""
530,CODE-14-1168,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T09:27:44.000,"2707 HORSEHEAD CROSSING, SOUTHLAKE, TX 76092",0,"","","","RH, 8/7/2014 5:29:00, Sprinklers running on the right side of house along curb line causing run off in excess of 300 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00100-3-17,"",""
352,CODE-14-0992,1930 N Kimball Ave.,2014-07-17T00:00:00.000,Enforcement,Noticed,2014-07-11T00:00:00.000,"1930 N KIMBALL AVE, SOUTHLAKE, TX 76092",0,2014-07-11T00:00:00.000,"","",Noticed a large stack of fence panels that has been on the side of the house for a couple of weeks.,"",Enforcement,NA,Property Maintenance Code,NA,Noticed,00376--1F,"",""
620,CODE-14-1263,822 Longhorn Hollow,2014-08-14T00:00:00.000,Enforcement,Closed,2014-08-15T00:00:00.000,"822 LONGHORN HOLLOW, SOUTHLAKE, TX 76092",0,2014-08-14T00:00:00.000,2014-08-15T00:00:00.000,"",Was sent to this property about a complaint about a pool that is being constructed with stagnate water in it.,"",Enforcement,NA,Health and Sanitation,NA,Closed,00207-6-33R,"",""
649,CODE-14-1290,"",2014-08-18T00:00:00.000,Enforcement,Noticed,2014-08-18T00:00:00.000,"3000 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,"","","","Prohibited neon open sign in window of Penn Station restaurant.  Sign cannot have any other words besides ""OPEN"" in exposed neon.","",Enforcement,NA,Signs,Other,Noticed,00031-2-1,"",""
650,CODE-14-1291,"",2014-08-19T00:00:00.000,Enforcement,Noticed,2014-08-19T00:00:00.000,"100 CLARIDEN RANCH RD, #1, SOUTHLAKE, TX 76092",0,"","","",Clariden School has banner hung on fence and without permits.,"",Enforcement,NA,Signs,Other,Noticed,00352--1B,"",""
651,CODE-14-1292,"",2014-08-19T00:00:00.000,Enforcement,Noticed,2014-08-19T00:00:00.000,"630 N KIMBALL AVE, #100, SOUTHLAKE, TX 76092",0,"","","",Attached building signs installed without required inspections,"",Enforcement,NA,Signs,Other,Noticed,00454--1,"",""
428,CODE-14-1066,"",2014-07-28T00:00:00.000,Enforcement,In Progress,2014-07-28T12:24:28.000,"1216 COSTA AZUL CT, SOUTHLAKE, TX 76092",0,"","","","ED, 7/28/2014 6:57:00, sprinklers running in backyard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00260--5,"",""
423,CODE-14-1062,"",2014-07-28T00:00:00.000,Enforcement,In Progress,2014-07-28T11:20:22.000,"105 KEYSTONE DR, SOUTHLAKE, TX 76092",0,"","","","RH, 7/28/2014 5:52:00, Front sprinklers running. Left front of yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00391-1-2,"",""
298,CODE-14-0937,"",2014-07-11T00:00:00.000,Enforcement,Closed,2014-07-11T00:00:00.000,"904 EMERALD BLVD, SOUTHLAKE, TX 76092",0,2014-07-10T00:00:00.000,2014-07-11T00:00:00.000,"",Reported by the neighbor next door that this property owner has a travel trailer that is not parked/stored properly.,"",Enforcement,NA,Zoning,Parking,Closed,00321-1-3R,"",""
306,CODE-14-0952,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T16:21:09.000,"400 MESA RANCH CT, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 7/11 at 6:24a, sprinklers running in backyard","",Enforcement,NA,Water Restriction,NA,In Progress,00308-1-26,"",""
699,CODE-14-1339,"",2014-08-25T00:00:00.000,Enforcement,In Progress,2014-08-25T08:11:38.000,"200 LAKE CREST DR, SOUTHLAKE, TX 76092",0,"","","","KF, 8/25/2014 4:25:00, Irrigating front yard on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00087-3-1,"",""
574,CODE-14-1215,"",2014-08-11T00:00:00.000,Enforcement,Noticed,2014-08-11T00:00:00.000,"2024 WOODBURY CT, SOUTHLAKE, TX 76092",0,"","","","Tall grass/weeds exceeding 12""","",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00413-1-1,"",""
560,CODE-14-1204,"",2014-08-11T00:00:00.000,Enforcement,In Progress,2014-08-11T09:08:21.000,"1314 WESTMONT CT, SOUTHLAKE, TX 76092",0,"","","","RH, 8/11/2014 6:07:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00129-1-22,"",""
607,CODE-14-1247,"",2014-08-14T00:00:00.000,Enforcement,In Progress,2014-08-14T09:14:00.000,"525 SOUTHVIEW TRL, SOUTHLAKE, TX 76092",0,"","","","KF, 8/14/2014 5:40:00, Water waste irrigating street broken head on right side of home.","",Enforcement,NA,Water Restriction,NA,In Progress,00208-4-8,"",""
608,CODE-14-1244,"",2014-08-14T00:00:00.000,Enforcement,Closed,2014-08-14T00:00:00.000,"1280 N CARROLL AVE, SOUTHLAKE, TX 76092",0,2014-08-13T00:00:00.000,2014-08-14T00:00:00.000,"",Reported that this property appears vacant and has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Closed,00304-1-1,"",""
307,CODE-14-0949,"",2014-07-11T00:00:00.000,Enforcement,In Progress,2014-07-11T16:15:49.000,"1206 LANSDOWNE CT, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 7/11 at 5:37a, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00241-25-9,"",""
